OTUId,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_666,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1106,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1250,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_658,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,
OTU_1766,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_931,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_411,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
OTU_1726,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,odoratimimus
OTU_1079,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1089,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Selenomonas,
OTU_650,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1418,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Elizabethkingia,meningoseptica
OTU_712,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1372,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],,
OTU_1056,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1554,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,
OTU_1377,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_1305,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1158,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Flexispira,rappini
OTU_1371,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_656,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Butyricimonas,
OTU_1299,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1171,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1243,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,,,
OTU_1381,Bacteria,Synergistetes,Synergistia,Synergistales,Dethiosulfovibrionaceae,Pyramidobacter,
OTU_893,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_461,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
OTU_1528,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
OTU_1799,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_824,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_891,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_578,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1036,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_923,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
OTU_932,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1088,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_811,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1217,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU_954,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1390,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,
OTU_1666,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Schwartzia,
OTU_573,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1191,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1409,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1071,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,
OTU_997,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1338,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_820,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1206,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1798,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,melaninogenica
OTU_881,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,
OTU_1265,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1807,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1122,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1439,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1506,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],,
OTU_655,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1070,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania,
OTU_1186,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU_1722,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,,
OTU_743,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1785,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1375,Bacteria,Firmicutes,,,,,
OTU_1053,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1001,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1833,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1034,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1699,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_1355,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU_649,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1634,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_965,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1778,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_1226,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,
OTU_718,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,
OTU_714,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_622,Bacteria,Firmicutes,,,,,
OTU_682,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_744,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],ph2,
OTU_1286,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1353,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1016,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU_1487,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_808,Bacteria,[Thermi],Deinococci,Thermales,Thermaceae,Thermus,
OTU_370,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1218,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1114,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_867,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_746,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
OTU_846,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_956,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,socranskii
OTU_1144,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
OTU_571,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1112,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1398,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,
OTU_415,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Cupriavidus,
OTU_1494,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri
OTU_1109,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1427,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_672,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1054,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1166,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_758,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
OTU_1548,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,
OTU_1342,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1638,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_700,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
OTU_1479,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1105,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],Anaerovorax,
OTU_1384,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1450,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1015,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1397,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],,
OTU_1183,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_884,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1577,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
OTU_1667,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_908,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1682,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1714,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1162,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1767,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,
OTU_1429,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,
OTU_1253,Bacteria,Spirochaetes,Spirochaetes,Sphaerochaetales,Sphaerochaetaceae,Sphaerochaeta,
OTU_757,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_703,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_664,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
OTU_532,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],cylindroides
OTU_633,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_482,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Megasphaera,
OTU_323,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,neonatale
OTU_479,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_348,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,coprophilus
OTU_1135,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_460,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
OTU_681,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,
OTU_548,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1481,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Mitsuokella,
OTU_1724,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,caccae
OTU_605,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],,
OTU_568,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_625,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1077,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1878,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
OTU_684,Bacteria,Tenericutes,Mollicutes,RF39,,,
OTU_1292,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,
OTU_596,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Butyricimonas,
OTU_745,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1621,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
OTU_688,Bacteria,Firmicutes,Bacilli,Bacillales,,,
OTU_1411,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU_516,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Barnesiellaceae],,
OTU_351,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
OTU_1412,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_899,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,
OTU_1567,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_637,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_878,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
OTU_1063,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_890,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,
OTU_1306,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_313,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1160,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,
OTU_1810,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1233,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],Peptoniphilus,
OTU_1225,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_945,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_885,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_887,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Paraprevotellaceae],[Prevotella],
OTU_1585,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1159,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1080,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_869,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistes,
OTU_1895,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1578,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1426,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_974,Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Xenococcaceae,,
OTU_413,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Coprobacillus,
OTU_803,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_858,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_645,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1824,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1046,Bacteria,Cyanobacteria,4C0d-2,YS2,,,
OTU_1793,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1117,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_612,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_817,Bacteria,Firmicutes,,,,,
OTU_1389,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],,
OTU_980,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia,
OTU_654,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_281,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
OTU_1569,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_566,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1566,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_895,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,
OTU_1300,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,,
OTU_913,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,
OTU_777,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_854,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Odoribacteraceae],Butyricimonas,
OTU_551,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,
OTU_1006,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_1876,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1170,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1806,Bacteria,,,,,,
OTU_620,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
OTU_1048,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1739,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1119,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1471,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_1448,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
OTU_1267,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Sediminibacterium,
OTU_1064,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_711,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],
OTU_1583,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_847,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
OTU_1197,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_940,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1757,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,salivarius
OTU_1629,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1235,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,
OTU_1168,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_781,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_1658,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],,
OTU_1482,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1738,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1547,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
OTU_845,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1231,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1401,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1853,Bacteria,,,,,,
OTU_822,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,
OTU_792,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_988,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_855,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1152,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_894,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1881,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_853,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,[Eubacterium],dolichum
OTU_1362,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1021,Bacteria,Firmicutes,Clostridia,Clostridiales,Dehalobacteriaceae,Dehalobacterium,
OTU_1108,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,
OTU_1636,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
OTU_863,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],ph2,
OTU_1126,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU_1149,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,[Barnesiellaceae],,
OTU_898,Bacteria,Firmicutes,Clostridia,Clostridiales,[Mogibacteriaceae],Mogibacterium,
OTU_1134,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter_Eubacterium,
OTU_705,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1204,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
OTU_924,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_963,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1542,Bacteria,Bacteroidetes,,,,,
OTU_1819,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1009,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,
OTU_1164,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_1157,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
OTU_1415,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1890,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
OTU_1281,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1715,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
OTU_1499,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1128,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1883,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1727,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,
OTU_1627,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1387,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,
OTU_1612,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1113,Bacteria,Lentisphaerae,[Lentisphaeria],Victivallales,Victivallaceae,,
OTU_1589,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
OTU_1468,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1139,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1839,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
OTU_1707,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
OTU_818,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1383,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1601,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
OTU_1600,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1602,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,,
OTU_1599,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,,
OTU_1592,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1842,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Mitsuokella,
OTU_1702,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_790,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
OTU_1163,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_1179,Bacteria,Firmicutes,Clostridia,Clostridiales,[Tissierellaceae],ph2,
OTU_1828,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,
OTU_1402,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,SHD-231,
OTU_914,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,
OTU_1066,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
OTU_1523,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
OTU_1221,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
OTU_1205,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1741,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1815,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
OTU_1665,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
OTU_1169,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,,
OTU_1242,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
